	id	priceLabel	name	brandId	brandName	colorId	colorFamily	colorNamed
1371	539152187	60.0	Comme des Garçons Plaid Print Tie	3421	Comme des Garcons			Pattern Prints
1372	539152227	70.0	Gucci Striped Silk Wide Tie	1242	Gucci	7	Red	Burgundy
1373	539493156	65.0	Gucci Printed Silk Tie	1242	Gucci	4	Yellow	Yellow
1374	539634694	65.0	Salvatore Ferragamo Cherry Print Silk Tie	1948	Salvatore Ferragamo			Pattern Prints
1375	539634708	65.0	Prada Patterned Silk Tie	1847	Prada			Pattern Prints
1376	539697978	75.0	Hermès Printed Silk Tie	1274	Hermes	1	Brown	Brown
1377	539697979	65.0	Hermès Logo Print Silk Tie	1274	Hermes	1	Brown	Brown
1378	539697983	75.0	Hermès Silk Embroidered Tie	1274	Hermes			Pattern Prints
1379	539191605	75.0	Burberry Printed Silk Tie	870	Burberry	16	Black	Black
1380	539192207	65.0	Dolce & Gabbana Polka Dot Silk Tie	1076	Dolce & Gabbana	16	Black	Black
1381	539194931	75.0	Gucci Printed Silk Tie	1242	Gucci	7	Red	Red
1382	539197933	75.0	Hermès Printed Silk Tie	1274	Hermes	3	Orange	Orange
1383	539349212	75.0	Hermès Floral Silk Tie	1274	Hermes			Pattern Prints
1384	539200004	65.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1385	513706995	45.0	Ermenegildo Zegna Jacquard Silk Tie	1139	Ermenegildo Zegna	13	Green	Green
1386	511274422	45.0	Lanvin Printed Silk Tie	1487	Lanvin			Pattern Prints
1387	511691510	55.0	Lanvin Silk Striped Tie	1487	Lanvin	1	Brown	Brown
1388	514637734	55.0	Gucci Printed Silk Tie	1242	Gucci	10	Blue	Blue
1389	515723047	45.0	Calvin Klein Collection Silk Twill Tie	32954	Calvin Klein Collection	10	Blue	Blue
1390	516144237	85.0	Gucci Silk Woven Tie	1242	Gucci	10	Blue	Blue
1391	516145805	45.0	Ermenegildo Zegna Printed Silk Tie	1139	Ermenegildo Zegna			Pattern Prints
1392	527280328	65.0	Gucci Silk Tie	1242	Gucci	10	Blue	Blue
1393	517438716	45.0	Shipley & Halmos Silk Twill Tie	18349	Shipley & Halmos	3	Orange	Orange
1394	517489697	45.0	Alexander Olch Printed Slim Tie	32935	Alexander Olch			Pattern Prints
1395	522088988	45.0	Shipley & Halmos Printed Silk Tie	18349	Shipley & Halmos	14	Gray	Grey
1396	522089268	45.0	Valentino Silk Printed Tie	2188	Valentino	13	Green	Green
1397	518797650	55.0	Valentino Printed Silk Tie	2188	Valentino			Pattern Prints
1398	520831411	45.0	Salvatore Ferragamo Printed Silk Tie	1948	Salvatore Ferragamo	16	Black	Black
1399	520488445	45.0	Dsquared2 Silk Striped Tie	1091	DSQUARED2	4	Yellow	Yellow
1400	508501338	55.0	Lanvin Silk Striped Tie	1487	Lanvin	10	Blue	Blue
1401	509359539	45.0	A.P.C. Striped Tie	3517	A.P.C.	16	Black	Black
1402	531177458	55.0	Ermenegildo Zegna Printed Silk Tie	1139	Ermenegildo Zegna	4	Yellow	Yellow
1403	531129481	65.0	Hermès Printed Silk Tie	1274	Hermes			Neutrals
1404	531822126	65.0	Christian Dior Silk Twill Tie	957	Christian Dior	15	White	White
1405	530676044	55.0	Gucci Striped Silk Tie	1242	Gucci			Pattern Prints
1406	530801864	45.0	Gucci Printed Silk Tie	1242	Gucci	13	Green	Green
1407	530975328	65.0	Hermès Silk Twill Tie	1274	Hermes	13	Green	Green
1408	530975715	65.0	Hermès Printed Silk Tie	1274	Hermes	10	Blue	Blue
1409	527999810	50.0	Prada Silk Twill Tie	1847	Prada	15	White	White
1410	528991937	85.0	Gucci Glen Plaid Woven Tie	1242	Gucci	10	Blue	Blue
1411	529289907	85.0	Valentino Silk Jacquard Tie	2188	Valentino	7	Red	Red
1412	529290103	55.0	Gucci Silk Woven Tie	1242	Gucci	14	Gray	Grey
1413	528117265	55.0	Hermès Printed Silk Tie	1274	Hermes	13	Green	Green
1414	528878403	45.0	Ermenegildo Zegna Printed Silk Tie	1139	Ermenegildo Zegna	10	Blue	Blue
1415	530201493	50.0	Yves Saint Laurent Silk Jacquard Tie	30163	Saint Laurent	13	Green	Green
1416	527854996	65.0	Hermès Printed Silk Tie	1274	Hermes	13	Green	Green
1417	527997665	55.0	Hermès Silk Printed Tie	1274	Hermes	7	Red	Red
1418	527997702	65.0	Hermès Silk Printed Tie	1274	Hermes	7	Red	Red
1419	527997711	55.0	Hermès Silk Printed Tie	1274	Hermes	7	Red	Red
1420	527998051	45.0	Gucci Silk Printed Tie	1242	Gucci			Neutrals
1421	526327839	65.0	Hermès Silk Printed Tie	1274	Hermes	13	Green	Green
1422	526327869	65.0	Hermès Printed Silk Tie	1274	Hermes	7	Red	Burgundy
1423	526327900	65.0	Hermès Printed Silk Tie	1274	Hermes	14	Gray	Grey
1424	526327926	65.0	Hermès Floral Silk Tie	1274	Hermes	13	Green	Green
1425	526328030	65.0	Hermès Printed Silk Tie	1274	Hermes	4	Yellow	Yellow
1426	526328355	65.0	Hermès Printed Silk Tie	1274	Hermes	10	Blue	Blue
1427	526328959	65.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1428	526328971	65.0	Hermès Printed Silk Tie	1274	Hermes	7	Red	Burgundy
1429	526328984	65.0	Hermès Printed Silk Tie	1274	Hermes	8	Purple	Purple
1430	526329084	65.0	Hermès Grapevine Print Silk Tie	1274	Hermes	17	Pink	Pink
1431	526329301	65.0	Hermès Printed Silk Tie	1274	Hermes	7	Red	Burgundy
1432	526330163	65.0	Hermès Printed Silk Tie	1274	Hermes	7	Red	Burgundy
1433	526330515	45.0	Ermenegildo Zegna Jacquard Silk Tiie	1139	Ermenegildo Zegna	17	Pink	Pink
1434	526330537	65.0	Gucci Printed Silk Tie	1242	Gucci			Neutrals
1435	526330605	65.0	Hermès Printed Silk Tie	1274	Hermes	10	Blue	Blue
1436	526330699	65.0	Hermès Printed Silk Tie	1274	Hermes	17	Pink	Pink
1437	526331032	65.0	Hermès Printed Silk Tie	1274	Hermes	8	Purple	Purple
1438	526331065	65.0	Hermès Printed Silk Tie	1274	Hermes	7	Red	Red
1439	526332537	65.0	Hermès Printed Silk Tie	1274	Hermes	17	Pink	Pink
1440	526406129	65.0	Hermès Printed Silk Tie	1274	Hermes	13	Green	Green
1441	526406149	65.0	Hermès Printed Silk Tie	1274	Hermes	7	Red	Burgundy
1442	526683122	60.0	Hermès Silk Jacquard Tie	1274	Hermes	1	Brown	Brown
1443	526872295	65.0	Hermès Printed Silk Tie	1274	Hermes	7	Red	Red
1444	526874722	65.0	Hermès Printed Silk Tie	1274	Hermes	7	Red	Red
1445	525980160	65.0	Etro Silk Jacquard Tie	1146	Etro	8	Purple	Purple
1446	525986796	65.0	Hermès Printed Silk Tie	1274	Hermes	4	Yellow	Yellow
1447	525986813	60.0	Hermès Floral Silk Tie	1274	Hermes	13	Green	Green
1448	525986933	55.0	Hermès Silk Printed Tie	1274	Hermes	4	Yellow	Yellow
1449	525987341	65.0	Hermès Silk Printed Tie	1274	Hermes	7	Red	Red
1450	525987346	55.0	Hermès Silk Printed Tie	1274	Hermes	8	Purple	Purple
1451	525987350	55.0	Hermès Silk Embroidered Tie	1274	Hermes	18	Gold	Gold
1452	525987391	65.0	Hermès Printed Silk Tie	1274	Hermes	10	Blue	Blue
1453	525987450	65.0	Hermès Printed Silk Tie	1274	Hermes			Neutrals
1454	525987462	55.0	Hermès Silk Printed Tie	1274	Hermes	4	Yellow	Yellow
1455	525987465	55.0	Hermès Silk Printed Tie	1274	Hermes	4	Yellow	Yellow
1456	525988234	55.0	Hermès Printed Silk Tie	1274	Hermes	13	Green	Green
1457	525988242	65.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1458	525988263	65.0	Hermès Printed Silk Tie	1274	Hermes	13	Green	Green
1459	525988276	65.0	Hermès Camel Print Silk Tie	1274	Hermes	13	Green	Green
1460	526326972	65.0	Hermès Printed Silk Tie	1274	Hermes	10	Blue	Blue
1461	526406101	65.0	Hermès Printed Silk Tie	1274	Hermes	1	Brown	Brown
1462	526406106	65.0	Hermès Printed Silk Tie	1274	Hermes	10	Blue	Blue
1463	526406112	55.0	Hermès Printed Silk Tie	1274	Hermes	4	Yellow	Yellow
1464	526406113	65.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1465	526406120	65.0	Hermès Printed Silk Tie	1274	Hermes	4	Yellow	Yellow
1466	526681619	65.0	Hermès Silk Printed Tie	1274	Hermes	7	Red	Red
1467	526862397	45.0	Paul Smith Silk Jacquard Tie	1795	Paul Smith	14	Gray	Grey
1468	526862398	45.0	Kenzo Silk Jacquard Tie	2498	Kenzo	14	Gray	Grey
1469	526862400	45.0	Valentino Silk Jacquard Tie	2188	Valentino	13	Green	Green
1470	526862404	45.0	Prada Silk Twill Tie	1847	Prada	15	White	White
1471	526862406	45.0	Gucci Silk Jacquard Tie	1242	Gucci			Neutrals
1472	527346574	50.0	Dolce & Gabbana Printed Silk Skinny Tie	1076	Dolce & Gabbana	14	Gray	Grey
1473	530330459	45.0	Marc Jacobs Houndstooth Print Wool Tie	1606	Marc Jacobs			Pattern Prints
1474	530732116	45.0	Rag & Bone Striped Chambray Tie	33063	Rag & Bone			Neutrals
1475	530205048	55.0	Gucci Printed Silk Tie	1242	Gucci	1	Brown	Brown
1476	531545588	55.0	Burberry Patterned Silk Tie	870	Burberry			Pattern Prints
1477	530087427	55.0	Gucci Silk Polka Dot Tie	1242	Gucci	10	Blue	Blue
1478	530329703	65.0	Hermès Printed Silk Tie	1274	Hermes	7	Red	Red
1479	530329710	65.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1480	530330131	65.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1481	521923798	65.0	Hermès Chain Print Silk Tie	1274	Hermes	13	Green	Green
1482	525119344	65.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1483	525119371	65.0	Hermès Printed Silk Tie	1274	Hermes	13	Green	Green
1484	525119858	65.0	Hermès Printed Silk Tie	1274	Hermes	18	Gold	Gold
1485	525119865	65.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1486	525119877	65.0	Hermès Printed Silk Tie	1274	Hermes	7	Red	Burgundy
1487	525974236	65.0	Hermès Prined Silk Tie	1274	Hermes	7	Red	Burgundy
1488	524447886	65.0	Hermès Silk Twill Tie	1274	Hermes	13	Green	Green
1489	522613032	45.0	Lanvin Striped Silk Tie	1487	Lanvin	10	Blue	Blue
1490	523247659	45.0	Etro Silk Twill Tie	1146	Etro	4	Yellow	Yellow
1491	531825129	60.0	Gucci Printed Silk Tie	1242	Gucci			Pattern Prints
1492	531915731	65.0	Hermès Silk Twill Tie	1274	Hermes	7	Red	Red
1493	531825810	55.0	Emilio Pucci Woven Printed Tie	197	Emilio Pucci			Pattern Prints
1494	531825813	45.0	Emilio Pucci Printed Silk Tie	197	Emilio Pucci			Pattern Prints
1495	531916648	55.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1496	531917255	65.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1497	532402068	65.0	Hermès Printed Silk Tie	1274	Hermes	7	Red	Red
1498	532402130	65.0	Hermès Printed Silk Tie	1274	Hermes	7	Red	Red
1499	532402471	65.0	Hermès Floral Silk Tie	1274	Hermes	13	Green	Green
1500	532180432	45.0	Etro Printed Silk Tie	1146	Etro	7	Red	Burgundy
1501	532250887	55.0	Gucci Printed Silk Tie	1242	Gucci	1	Brown	Brown
1502	532250945	55.0	Valentino Printed Silk Tie	2188	Valentino			Pattern Prints
1503	532627590	110.0	Tom Ford Printed Silk Bow Tie	2130	Tom Ford			Pattern Prints
1504	533447216	55.0	Burberry Striped Silk Tie	870	Burberry			Pattern Prints
1505	537070009	50.0	Etro Silk Twill Bow Tie	1146	Etro	10	Blue	Blue
1506	533035074	75.0	Hermès Printed Silk Tie	1274	Hermes	1	Brown	Brown
1507	534687510	65.0	Gucci Silk Twill Tie	1242	Gucci	10	Blue	Blue
1508	536772234	55.0	Gucci Silk Twill Tie	1242	Gucci	13	Green	Green
1509	536772236	75.0	Hermès Silk Twill Tie	1274	Hermes	10	Blue	Blue
1510	534847565	75.0	Hermès Printed Silk Tie	1274	Hermes	7	Red	Red
1511	534692226	75.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1512	534744303	75.0	Hermès Printed Silk Tie	1274	Hermes	10	Blue	Blue
1513	534692122	75.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1514	534692150	70.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1515	534692195	75.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1516	534745830	75.0	Hermès Printed Silk Tie	1274	Hermes	7	Red	Red
1517	534745851	75.0	Hermès Printed Silk Tie	1274	Hermes	13	Green	Green
1518	536176052	65.0	Gucci Printed Silk Tie	1242	Gucci	10	Blue	Blue
1519	536337374	85.0	Louis Vuitton Striped Silk Tie	2311	Louis Vuitton			Pattern Prints
1520	536337378	55.0	Burberry Striped Silk Tie	870	Burberry			Pattern Prints
1521	536773481	75.0	Louis Vuitton Striped Silk Tie	2311	Louis Vuitton	10	Blue	Blue
1522	537650043	75.0	Hermès Silk Jacquard Tie	1274	Hermes	17	Pink	Pink
1523	535059850	55.0	Burberry Printed Silk Tie	870	Burberry	10	Blue	Blue
1524	535207819	65.0	Gucci Printed Silk Tie	1242	Gucci	10	Blue	Blue
1525	535858054	65.0	Gucci SIlk Patterned Tie	1242	Gucci	10	Blue	Blue
1526	533725321	75.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1527	533725330	65.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1528	533725332	75.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1529	533725339	65.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1530	533725340	75.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1531	534199281	75.0	Gucci Logo Silk Tie	1242	Gucci			Pattern Prints
1532	534199284	75.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1533	534687867	75.0	Hermès Printed Silk Tie	1274	Hermes	17	Pink	Pink
1534	535292194	65.0	Charvet Patterned Silk Tie	949	Charvet			Neutrals
1535	533587585	65.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1536	533587753	65.0	Prada Silk Striped Tie	1847	Prada	14	Gray	Grey
1537	533587755	75.0	Prada SIlk Striped Tie	1847	Prada	1	Brown	Brown
1538	535058597	75.0	Prada Silk Striped Tie	1847	Prada			Pattern Prints
1539	536772532	110.0	Tom Ford Silk Gingham Tie	2130	Tom Ford			Pattern Prints
1540	534130117	85.0	Chopard Patterned Silk Tie	8302	Chopard			Pattern Prints
1541	534130124	75.0	Hermès Printed Silk Tie	1274	Hermes			Pattern Prints
1542	534199225	60.0	Gucci Silk Horsebit Tie	1242	Gucci	10	Blue	Blue
1543	534199248	60.0	Gucci Printed Silk Tie	1242	Gucci	4	Yellow	Yellow
1544	536773614	95.0	Gucci Silk GG Tie	1242	Gucci	10	Blue	Blue
1545	536513497	75.0	Hermès Printed Silk Tie	1274	Hermes	10	Blue	Blue
1546	536597707	125.0	Louis Vuitton SIlk Patterned Tie	2311	Louis Vuitton	10	Blue	Blue
1547	536828497	75.0	Hermès Silk Printed Tie	1274	Hermes	10	Blue	Blue
1548	537590622	75.0	Hermès Printed Silk Tie	1274	Hermes	15	White	White
1549	538299671	55.0	Paul Smith Floral Silk Tie	1795	Paul Smith	10	Blue	Blue
1550	538719650	185.0	Dries Van Noten Men's Wes Wilson Jacquard Necktie-RED	2676	Dries Van Noten	7	Red	RED
1551	465052606	59.0	Fairfax Men's Stripe Tie-GOLD	21348	Fairfax	18	Gold	GOLD
1552	489508313	95.0	Barneys New York Men's Grenadine Bow Tie-NAVY	2363	Barneys New York	10	Blue	NAVY
1553	504229223	59.0	Lanvin Men's Silk Shantung Necktie-NAVY	1487	Lanvin	10	Blue	NAVY
1554	530858351	150.0	Drake's Men's Paisley Wool Necktie-BLUE	2861	Drakes	10	Blue	BLUE
1555	530858352	150.0	Drake's Men's Exploded Paisley Silk Necktie-NAVY	2861	Drakes	10	Blue	NAVY
1556	530858353	150.0	"Drake's Men's ""Exploded"" Paisley Silk Necktie-TURQUOISE"	2861	Drakes	10	Blue	TURQUOISE
1557	486789408	69.0	Etro Men's Diagonal-Striped Necktie-NAVY	1146	Etro	10	Blue	NAVY
1558	502965209	155.0	Barneys New York Men's Micro-Dot Jacquard Necktie-BLACK, BLUE	2363	Barneys New York	10	Blue	BLACK,BLUE
1559	244181443	150.0	Barneys New York Men's Solid Silk Satin Necktie-BLACK, BLUE	2363	Barneys New York	10	Blue	BLACK,BLUE
1560	249028960	150.0	Barneys New York Men's Solid Silk Satin Necktie-SILVER	2363	Barneys New York	19	Silver	SILVER
1561	466796048	295.0	Svevo Men's Knit Neck Tie-GREY	0		14	Gray	GREY
1562	486801261	150.0	Barneys New York Men's Crochet Neck Tie-BURGUNDY	2363	Barneys New York	7	Red	BURGUNDY
1563	486801262	150.0	Barneys New York Men's Crochet Neck Tie-BROWN	2363	Barneys New York	1	Brown	BROWN
1564	486801278	150.0	Barneys New York Men's Crochet Neck Tie-NAVY	2363	Barneys New York	10	Blue	NAVY
1565	486801280	150.0	Barneys New York Men's Crochet Neck Tie-BLACK, BLUE	2363	Barneys New York	10	Blue	BLACK,BLUE
1566	524895227	60.0	Barneys New York Men's Diagonal-Striped Woven Necktie-NAVY	2363	Barneys New York	10	Blue	NAVY
1567	524895228	60.0	Barneys New York Men's Diagonal-Striped Woven Necktie-RED	2363	Barneys New York	7	Red	RED
1568	524994025	70.0	Barneys New York Men's Woven Necktie-BLACK, BLUE	2363	Barneys New York	10	Blue	BLACK,BLUE
1569	524994026	75.0	Barneys New York Men's Martini-Glass-Pattern Plain-Weave Necktie-NAVY	2363	Barneys New York	10	Blue	NAVY
1570	529642034	190.0	Thom Browne Men's Solid Necktie-NAVY	25337	Thom Browne	10	Blue	NAVY
1571	531024615	195.0	Ermenegildo Zegna Men's Pixel-Striped Silk Necktie-BURGUNDY	1139	Ermenegildo Zegna	7	Red	BURGUNDY
1572	538718489	59.0	Barneys New York Men's Dot-Embroidered Necktie-PURPLE	2363	Barneys New York	8	Purple	PURPLE
1573	532194035	205.0	Lanvin Men's Squared-End Skinny Necktie-BROWN	1487	Lanvin	1	Brown	BROWN
1574	532194037	195.0	Lanvin Men's Polka Dot Grenadine Necktie-NAVY	1487	Lanvin	10	Blue	NAVY
1575	532194038	195.0	Lanvin Men's Polka Dot Grenadine Necktie-BLACK, BLUE	1487	Lanvin	10	Blue	BLACK,BLUE
1576	533128027	205.0	Lanvin Men's Striped Skinny Necktie-RED	1487	Lanvin	7	Red	RED
1577	533128028	205.0	Lanvin Men's Skinny Silk Necktie-BLACK, BLUE	1487	Lanvin	10	Blue	BLACK,BLUE
1578	533128033	165.0	Alexander McQueen Men's Skull- & Dot-Embroidered Necktie-RED	689	Alexander McQueen	7	Red	RED
1579	533128036	185.0	Alexander McQueen Men's Rose-Embroidered Silk Necktie-BLACK, BLUE	689	Alexander McQueen	10	Blue	BLACK,BLUE
1580	538718788	165.0	Alexander McQueen Men's Snakeskin-Pattern Necktie-BLACK, BLUE	689	Alexander McQueen	10	Blue	BLACK,BLUE
1581	244425510	65.0	Barneys New York Men's Tie Bar-SILVER	2363	Barneys New York	19	Silver	SILVER
1582	465052496	170.0	Penrose London Men's Knit Reversible Tie-PURPLE	0		8	Purple	PURPLE
1583	465052497	170.0	Penrose London Men's Knit Reversible Tie-LIGHT PURPLE	0		8	Purple	LIGHT PURPLE
1584	465052498	170.0	Penrose London Men's Knit Reversible Tie-NAVY	0		10	Blue	NAVY
1585	465052499	170.0	Penrose London Men's Knit Reversible Tie-LIGHT PURPLE	0		8	Purple	LIGHT PURPLE
1586	465052500	170.0	Penrose London Men's Velvet & Satin Tie-BLACK, BLUE	0		10	Blue	BLACK,BLUE
1587	498056546	119.0	Title of Work Men's Organza-Bordered Bow Tie-BLACK, BLUE	0		10	Blue	BLACK,BLUE
1588	529643864	235.0	Isaia Men's Medallion-Pattern Necktie-RED	31859	Isaia	7	Red	RED
1589	529643865	235.0	Isaia Men's Medallion-Pattern Necktie-TAN	31859	Isaia	1	Brown	TAN
1590	529643866	235.0	Isaia Men's Medallion-Pattern Necktie-DARK GREEN	31859	Isaia	13	Green	DARK GREEN
1591	529643867	235.0	Isaia Men's Paisley Necktie-RED	31859	Isaia	7	Red	RED
1592	529643870	235.0	Isaia Men's Textured-Weave Necktie-NAVY	31859	Isaia	10	Blue	NAVY
1593	529643871	235.0	Isaia Men's Striped Necktie-RED	31859	Isaia	7	Red	RED
1594	529643872	235.0	Isaia Men's Striped Necktie-PURPLE	31859	Isaia	8	Purple	PURPLE
1595	529855482	235.0	Isaia Men's Textured-Stripe Necktie-NAVY	31859	Isaia	10	Blue	NAVY
1596	529855484	235.0	Isaia Men's Abstract-Dot-Pattern Necktie-RED	31859	Isaia	7	Red	RED
1597	529855485	235.0	Isaia Men's Abstract-Dot-Pattern Necktie-TAN	31859	Isaia	1	Brown	TAN
1598	529855486	235.0	Isaia Men's Abstract-Dot-Pattern Necktie-NAVY	31859	Isaia	10	Blue	NAVY
1599	529855487	235.0	Isaia Men's Textured-Weave Necktie-DARK GREY	31859	Isaia	14	Gray	DARK GREY
1600	530682738	295.0	Kiton Herringbone Striped Tie	1452	Kiton	10	Blue	Blue
1601	527347979	190.0	Salvatore Ferragamo Giraffe Silk Tie	1948	Salvatore Ferragamo	10	Blue	Aqua
1602	507749865	235.0	ISAIA Tossed Square Silk Tie	31859	Isaia	1	Brown	Brown
1603	538752166	145.0	Eton of Sweden Dotted Silk Tie	0		14	Gray	Grey
1604	508303353	128.0	Saks Fifth Avenue Collection Wide Stripe Silk Tie	0		10	Blue	Navy
1605	535121804	190.0	Salvatore Ferragamo Dog & Turtle Silk Tie	1948	Salvatore Ferragamo	10	Blue	Blue
1606	508303350	128.0	Saks Fifth Avenue Collection Silk Houndstooth Tie	0		8	Purple	Purple
1607	506575004	265.0	Brunello Cucinelli Dotted Cotton Tie	8296	Brunello Cucinelli	1	Brown	Light Brown
1608	531124496	295.0	Kiton Knit Wide Stripe Tie	1452	Kiton	13	Green	Green
1609	523184256	65.0	hook + ALBERT Chevron Knit Silk Tie	32258	hook + ALBERT	10	Blue	Navy
1610	527857124	230.0	Brioni Italian Silk Striped Tie	859	Brioni	14	Gray	Blue Grey
1611	527348176	128.0	Saks Fifth Avenue Collection Textured Floral Silk Tie	0		8	Purple	Purple
1612	516701346	125.0	Polo Ralph Lauren Striped Silk Tie	462	Polo Ralph Lauren	10	Blue	Blue
1613	530782490	195.0	Burberry Mixed Texture Silk Tie	870	Burberry			Multi
1614	520770771	145.0	Eton of Sweden Textured Silk Tie	0		10	Blue	Navy
1615	516701394	225.0	ISAIA Textured Silk Tie	31859	Isaia	10	Blue	Navy
1616	506682971	190.0	Salvatore Ferragamo Butterfly Silk Tie	1948	Salvatore Ferragamo	7	Red	Red
1617	490961383	98.0	Saks Fifth Avenue Collection Anonymous Ism Marled Knit Cotton Tie	0		8	Purple	Purple
1618	517486271	245.0	Charvet Small Pattern Silk Tie	949	Charvet	10	Blue	Navy
1619	533668167	190.0	Salvatore Ferragamo Gancini Patterned Silk Tie	1948	Salvatore Ferragamo	10	Blue	Navy
1620	527857330	230.0	Brioni Printed Silk Tie	859	Brioni	10	Blue	Navy
1621	506583019	190.0	Salvatore Ferragamo Horse & Horseshoe Print Silk Tie	1948	Salvatore Ferragamo	10	Blue	Navy
1622	538755442	165.0	Pal Zileri Textured Silk Tie	30742	Pal Zileri	8	Purple	Lavender
1623	511273515	235.0	ISAIA Large Square-Print Cotton Tie	31859	Isaia	10	Blue	Turquoise
1624	531124729	295.0	Kiton Patterned Silk Tie	1452	Kiton	10	Blue	Navy
1625	536775073	295.0	Kiton Textured Silk Tie	1452	Kiton	10	Blue	Blue
1626	514465695	235.0	ISAIA Silk & Wool Crepe Tie	31859	Isaia	18	Gold	Gold
1627	521916806	190.0	Burberry Tonal Check Silk Tie	870	Burberry	8	Purple	Pale Mauve
1628	529606747	230.0	Brioni Printed Silk Tie	859	Brioni	10	Blue	Blue
1629	506683247	190.0	Salvatore Ferragamo Elephant & Star-Pattern Silk Tie	1948	Salvatore Ferragamo	10	Blue	Navy
1630	517847622	190.0	Burberry Dotted Silk Tie	870	Burberry	10	Blue	Navy
1631	527857577	145.0	Eton of Sweden Pin Dot Silk Tie	0		10	Blue	Navy
1632	536775301	295.0	Kiton Medallion Print Silk Tie	1452	Kiton	3	Orange	Orange
1633	536775315	295.0	Kiton Floral Printed Silk Tie	1452	Kiton	13	Green	Green
1634	539744488	98.0	Trafalgar Formal Kington Silk Braces	2147	Trafalgar	16	Black	Black
1635	506593858	265.0	Brunello Cucinelli Melange Stripe Tie	8296	Brunello Cucinelli	10	Blue	Navy
1636	522328479	190.0	Salvatore Ferragamo Elephant Silk Tie	1948	Salvatore Ferragamo	10	Blue	Marine
1637	506590206	190.0	Salvatore Ferragamo Cars Repeat Silk Tie	1948	Salvatore Ferragamo	4	Yellow	Yellow
1638	536630515	128.0	Saks Fifth Avenue Collection Textured Silk Tie	0		10	Blue	Navy
1639	506591318	235.0	ISAIA Framed Diamond SIlk & Wool Tie	31859	Isaia	1	Brown	Brown
1640	527857548	230.0	Brioni Dotted Silk Tie	859	Brioni	10	Blue	Navy
1641	536332623	190.0	Salvatore Ferragamo Link Print Silk Tie	1948	Salvatore Ferragamo	17	Pink	Rose
1642	490983061	195.0	Charvet Solid Silk Knit Tie	949	Charvet	7	Red	Burgundy
1643	521658550	145.0	Eton Floral Embroidered Silk Tie	5382	Eton	7	Red	Red-Blue
1644	516702302	225.0	ISAIA Polka Dot Tie	31859	Isaia	1	Brown	Tan
1645	523186835	65.0	hook + ALBERT Solid Knit Silk Tie	32258	hook + ALBERT	16	Black	Black
1646	527348855	190.0	Salvatore Ferragamo Gancini Silk Tie	1948	Salvatore Ferragamo	10	Blue	Blue
1647	506601302	265.0	Brunello Cucinelli Melange Knit Tie	8296	Brunello Cucinelli	10	Blue	Navy
1648	518257109	165.0	Corneliani Textured Silk Tie	997	Corneliani	10	Blue	Navy
1649	531591446	190.0	Salvatore Ferragamo Butterfly Silk Tie	1948	Salvatore Ferragamo	10	Blue	Blue
1650	515448244	125.0	Polo Ralph Lauren Madison Woven Silk Tie	462	Polo Ralph Lauren	16	Black	Black
1651	518257088	165.0	Corneliani Textured Silk Tie	997	Corneliani	10	Blue	Light Blue
1652	490980121	68.0	Saks Fifth Avenue Collection Pre-Tied Silk Bow Tie	0		16	Black	Black
1653	531124806	175.0	Armani Collezioni Diagonal Stripe Silk Tie	747	Armani Collezioni	16	Black	Black
1654	536630865	128.0	Saks Fifth Avenue Collection Textured Silk Tie	0		10	Blue	Navy
1664	532771435	38.0	STAFFORD Stafford Executive Stock Exchange Stripe Silk Tie	0		1	Brown	Taupe
1665	513243758	34.0	STAFFORD Stafford Chambray Solid Tie	0		10	Blue	Light Denim
1666	501851228	40.0	STAFFORD Stafford Signature Aston Tie - Extra Long	0				vy
1667	518025304	30.0	STAFFORD Stafford Grid Solid Silk Tie	0		19	Silver	Silver
1668	501518175	215.0	Givenchy baboon print tie	1227	Givenchy	16	Black	BLACK
1669	512983388	190.0	Givenchy classic bow tie	1227	Givenchy	16	Black	BLACK
1670	522863937	141.49	Salvatore Ferragamo dog print tie	1948	Salvatore Ferragamo	7	Red	RED
1671	534475104	222.86	Thom Browne grosgrain striped tie	25337	Thom Browne	10	Blue	BLUE
